chr	start	end	size	dataset
chr2	115931994	115945772	13778	invfest
chr2	116744099	116761993	17894	invfest
chr2	116885666	116897977	12311	invfest
chr2	120094599	120105600	11001	invfest
chr2	122435068	122441998	6930	invfest
chr2	124928806	124939104	10298	invfest
chr2	126087179	126121224	34045	invfest
chr2	129841634	131265321	1423687	invfest
chr2	131472675	131522529	49854	invfest
chr2	137569784	137575104	5320	invfest
chr2	137963145	137968244	5099	invfest
chr2	142347809	142350049	2240	invfest
chr2	144586379	144588238	1859	invfest
chr2	149389718	149391846	2128	invfest
chr2	152306533	152318175	11642	invfest
chr2	157856953	157869306	12353	invfest
chr2	158942391	158954766	12375	invfest
chr2	167019269	167036988	17719	invfest
chr2	167745902	167763491	17589	invfest
chr2	168530184	168541270	11086	invfest
chr2	173376804	173380704	3900	invfest
chr2	176212220	176235182	22962	invfest
chr2	179249914	179264671	14757	invfest
chr2	182515031	182527871	12840	invfest
chr2	183412693	183415528	2835	invfest
chr2	185995119	186005752	10633	invfest
chr2	191280523	191295908	15385	invfest
chr2	191810071	191824306	14235	invfest
chr2	192851333	192868439	17106	invfest
chr2	194822293	194828565	6272	invfest
chr2	210688874	210716607	27733	invfest
chr2	211864563	211874846	10283	invfest
chr2	215665990	215676736	10746	invfest
chr2	217914729	217925985	11256	invfest
chr2	221406330	221418213	11883	invfest
chr2	224136476	224137478	1002	invfest
chr2	227447123	227461943	14820	invfest
chr2	240161779	240164179	2400	invfest
chr2	240324817	240347430	22613	invfest
chr20	878024	900995	22971	invfest
chr20	3925048	3935565	10517	invfest
chr20	9900977	9928585	27608	invfest
chr20	10125278	10136787	11509	invfest
chr20	10750219	10762038	11819	invfest
chr20	12579342	12632465	53123	invfest
chr20	14130475	14131644	1169	invfest
chr20	20937028	20948521	11493	invfest
chr20	23515370	23532385	17015	invfest
chr20	33861928	33875077	13149	invfest
chr20	39166240	39177010	10770	invfest
chr20	41133372	41146280	12908	invfest
chr20	42771314	42782709	11395	invfest
chr20	44105520	44122035	16515	invfest
chr20	47271275	47325059	53784	invfest
chr20	50458952	50484160	25208	invfest
chr20	59161243	59171847	10604	invfest
chr20	60327689	60338026	10337	invfest
chr20	61613018	61624576	11558	invfest
chr21	9057759	9091089	33330	invfest
chr21	12976826	12979625	2799	invfest
chr21	14927816	14928991	1175	invfest
chr21	17346670	17350602	3932	invfest
chr21	18193661	18203301	9640	invfest
chr21	21055222	21066952	11730	invfest
chr21	22363119	22364901	1782	invfest
chr21	22471473	22482424	10951	invfest
chr21	24923709	24924263	554	invfest
chr21	25570128	25571305	1177	invfest
chr21	26276661	26290264	13603	invfest
chr21	30031128	30043027	11899	invfest
chr21	32108212	32110452	2240	invfest
chr21	36394559	36406849	12290	invfest
chr21	38922063	38979195	57132	invfest
chr21	40843908	40855276	11368	invfest
chr21	42974374	42979155	4781	invfest
chr21	43373996	43453531	79535	invfest
chr21	43415083	43463500	48417	invfest
chr21	44187969	44193857	5888	invfest
chr21	45182907	45216166	33259	invfest
chr22	16539113	18754464	2215351	invfest
chr22	22278221	22298739	20518	invfest
chr22	25722146	25735868	13722	invfest
chr22	34531324	34585917	54593	invfest
chr22	34858065	34873254	15189	invfest
chr22	36839568	36873127	33559	invfest
chr22	37528417	37572768	44351	invfest
chr22	44320672	44333308	12636	invfest
chr22	46850037	46864444	14407	invfest
chr3	1836818	1856780	19962	invfest
chr3	2426778	2468764	41986	invfest
chr3	6969652	6995170	25518	invfest
chr3	7328365	7339103	10738	invfest
chr3	12917706	12928665	10959	invfest
chr3	15223181	15234279	11098	invfest
chr3	17736548	17748668	12120	invfest
chr3	18584406	18595997	11591	invfest
chr3	23910366	23974245	63879	invfest
chr3	26285885	26297886	12001	invfest
chr3	28281513	28381755	100242	invfest
chr3	30015284	30027987	12703	invfest
chr3	30342065	30352382	10317	invfest
chr3	32573629	32585567	11938	invfest
chr3	33087931	33091463	3532	invfest
chr3	34161660	34199294	37634	invfest
chr3	36335076	36345937	10861	invfest
chr3	41295656	41297318	1662	invfest
chr3	43350458	43361599	11141	invfest
chr3	43764161	43774504	10343	invfest
chr3	50862249	50873295	11046	invfest
chr3	57327042	57329234	2192	invfest
chr3	57337930	57350222	12292	invfest
chr3	58090315	58092359	2044	invfest
chr3	63088689	63100086	11397	invfest
chr3	70744962	70755416	10454	invfest
chr3	75532195	75543400	11205	invfest
chr3	78219880	78221556	1676	invfest
chr3	78617678	78630110	12432	invfest
chr3	83055264	157541545	74486281	invfest
chr3	88248445	88250364	1919	invfest
chr3	88710879	88724911	14032	invfest
chr3	96432131	96442500	10369	invfest
chr3	96718100	96731849	13749	invfest
chr3	100631693	100642076	10383	invfest
chr3	109483665	109505974	22309	invfest
chr3	120224525	120258036	33511	invfest
chr3	127564703	127611888	47185	invfest
chr3	137218266	137228727	10461	invfest
chr3	151633165	151643505	10340	invfest
chr3	152972122	152988611	16489	invfest
chr3	159547065	159560081	13016	invfest
chr3	160221995	160241026	19031	invfest
chr3	160560241	160561418	1177	invfest
chr3	160615493	160626072	10579	invfest
chr3	163119340	163120490	1150	invfest
chr3	163562332	163572625	10293	invfest
chr3	164290649	164312561	21912	invfest
chr3	166791823	166802541	10718	invfest
chr3	169032504	169042921	10417	invfest
chr3	172284185	172295430	11245	invfest
chr3	175708734	175723297	14563	invfest
chr3	177683189	177684853	1664	invfest
chr3	179400556	179417170	16614	invfest
chr3	180616648	180626621	9973	invfest
chr3	183261886	183263921	2035	invfest
chr3	186068637	186080899	12262	invfest
chr3	188388805	188401075	12270	invfest
chr3	188891437	188916509	25072	invfest
chr3	190477228	190502470	25242	invfest
chr3	190630965	190642227	11262	invfest
chr3	198030192	198042411	12219	invfest
chr4	12352	190123121	190110769	invfest
chr4	3864302	9372109	5507807	invfest
chr4	5130614	5132336	1722	invfest
chr4	5340800	5343084	2284	invfest
chr4	7450060	163943545	156493485	invfest
chr4	7996202	7997663	1461	invfest
chr4	8423335	8435480	12145	invfest
chr4	9028792	9039449	10657	invfest
chr4	16519506	16529964	10458	invfest
chr4	24830092	24846559	16467	invfest
chr4	26089181	26099923	10742	invfest
chr4	26417763	26460484	42721	invfest
chr4	32769462	32786475	17013	invfest
chr4	33458470	33487055	28585	invfest
chr4	34934146	34936444	2298	invfest
chr4	36239771	36256051	16280	invfest
chr4	39909802	39911835	2033	invfest
chr4	40595936	40598317	2381	invfest
chr4	43864793	43875071	10278	invfest
chr4	44669982	44689036	19054	invfest
chr4	45107543	45117819	10276	invfest
chr4	45444466	45454984	10518	invfest
chr4	45622766	45650831	28065	invfest
chr4	46731494	46749510	18016	invfest
chr4	48948920	49013628	64708	invfest
chr4	48983002	49027338	44336	invfest
chr4	49001587	49009483	7896	invfest
chr4	57724076	57739126	15050	invfest
chr4	61020195	61050627	30432	invfest
chr4	61286455	61297976	11521	invfest
chr4	67485974	67496301	10327	invfest
chr4	69247874	69422521	174647	invfest
chr4	69249400	69314496	65096	invfest
chr4	69348666	69374082	25416	invfest
chr4	72595256	72605844	10588	invfest
chr4	74427643	74446071	18428	invfest
chr4	83155032	83166212	11180	invfest
chr4	86281958	86357443	75485	invfest
chr4	88145036	88156572	11536	invfest
chr4	95519288	95531171	11883	invfest
chr4	95644276	95655615	11339	invfest
chr4	97542333	97554802	12469	invfest
chr4	100892507	100904463	11956	invfest
chr4	109206270	109218818	12548	invfest
chr4	109428485	109440188	11703	invfest
chr4	115947615	115976666	29051	invfest
chr4	117083038	117093621	10583	invfest
chr4	120163983	120249646	85663	invfest
chr4	120771753	120786027	14274	invfest
chr4	121151212	121161577	10365	invfest
chr4	127079752	127082003	2251	invfest
chr4	132592188	132607170	14982	invfest
chr4	134070206	134080492	10286	invfest
chr4	137953489	137964149	10660	invfest
chr4	139532003	139543028	11025	invfest
chr4	140329237	140340122	10885	invfest
chr4	142762147	142775273	13126	invfest
chr4	151413487	151765911	352424	invfest
chr4	153756478	153769089	12611	invfest
chr4	160249874	160267821	17947	invfest
chr4	160569071	160570723	1652	invfest
chr4	165159144	165167634	8490	invfest
chr4	169554812	169574720	19908	invfest
chr4	171264393	171274725	10332	invfest
chr4	171728446	171741558	13112	invfest
chr4	177523459	177537544	14085	invfest
chr4	180807138	180817443	10305	invfest
chr4	183174673	183188853	14180	invfest
chr4	187868313	187879255	10942	invfest
chr4	188185435	188193510	8075	invfest
chr4	189900041	189928401	28360	invfest
chr4	189901653	189928956	27303	invfest
chr5	1712363	1808534	96171	invfest
chr5	2111294	2123342	12048	invfest
chr5	4073234	4084450	11216	invfest
chr5	5044020	5058226	14206	invfest
chr5	6398732	6413663	14931	invfest
chr5	8305444	8318603	13159	invfest
chr5	11465879	11481065	15186	invfest
chr5	11835544	11836888	1344	invfest
chr5	16218903	16220387	1484	invfest
chr5	18115614	18127133	11519	invfest
chr5	20371454	20384887	13433	invfest
chr5	24387397	24398596	11199	invfest
chr5	26024950	26043682	18732	invfest
chr5	26239925	26242582	2657	invfest
chr5	27675428	27692782	17354	invfest
chr5	28968053	28971148	3095	invfest
chr5	29104349	29105690	1341	invfest
chr5	29822079	29827027	4948	invfest
chr5	30510460	30523970	13510	invfest
chr5	32916102	32927215	11113	invfest
chr5	42461494	42474376	12882	invfest
chr5	53626826	53634290	7464	invfest
chr5	53862097	53865762	3665	invfest
chr5	64501757	64517772	16015	invfest
chr5	70427276	71140707	713431	invfest
chr5	70641522	70726411	84889	invfest
chr5	73852855	73866203	13348	invfest
chr5	75659233	75674331	15098	invfest
chr5	90185724	90196149	10425	invfest
chr5	102755083	102765620	10537	invfest
chr5	104218919	104229697	10778	invfest
chr5	105351170	105368391	17221	invfest
chr5	108785589	108795982	10393	invfest
chr5	110930266	110955248	24982	invfest
chr5	111635492	111648465	12973	invfest
chr5	114945286	114958743	13457	invfest
chr5	116038579	116043728	5149	invfest
chr5	121958466	121970538	12072	invfest
chr5	123414549	123424921	10372	invfest
chr5	124584365	124600994	16629	invfest
chr5	127241520	127243513	1993	invfest
chr5	129072785	129083087	10302	invfest
chr5	133338095	133353277	15182	invfest
chr5	133962347	133976697	14350	invfest
chr5	144659638	144660951	1313	invfest
chr5	144704478	144706586	2108	invfest
chr5	145093192	145105219	12027	invfest
chr5	148153670	148155408	1738	invfest
chr5	150914723	150925310	10587	invfest
chr5	159855396	159866231	10835	invfest
chr5	165324543	165336143	11600	invfest
chr5	169099918	169101759	1841	invfest
chr5	171575908	171587102	11194	invfest
chr5	175394063	175404519	10456	invfest
chr5	177491885	177525238	33353	invfest
chr5	178181305	178214761	33456	invfest
chr5	178623838	178636215	12377	invfest
chr5	179569078	179590953	21875	invfest
chr5	181028356	181036248	7892	invfest
chr5	181032655	181108565	75910	invfest
chr5	181050137	181103828	53691	invfest
chr5	181145006	181162588	17582	invfest
chr6	101741	112061	10320	invfest
chr6	3824937	3837215	12278	invfest
chr6	5707257	5717593	10336	invfest
chr6	6242818	6253089	10271	invfest
chr6	11175876	11190752	14876	invfest
chr6	11318306	11320517	2211	invfest
chr6	12539031	12540752	1721	invfest
chr6	13942270	13974092	31822	invfest
chr6	23053603	23064146	10543	invfest
chr6	23646282	23666761	20479	invfest
chr6	24147623	24158241	10618	invfest
chr6	25754839	25756139	1300	invfest
chr6	26866745	26915555	48810	invfest
chr6	26875298	26906892	31594	invfest
chr6	26897128	26907500	10372	invfest
chr6	31149422	31150298	876	invfest
chr6	33161433	33164988	3555	invfest
chr6	33660109	33671175	11066	invfest
chr6	34212616	34231082	18466	invfest
chr6	37985352	38010515	25163	invfest
chr6	42325716	42327457	1741	invfest
chr6	42536590	42547369	10779	invfest
chr6	44420392	44441269	20877	invfest
chr6	51343755	51354713	10958	invfest
chr6	51588732	51602077	13345	invfest
chr6	51905027	51916450	11423	invfest
chr6	53537243	53570979	33736	invfest
chr6	56084727	56100372	15645	invfest
chr6	60601811	60605844	4033	invfest
chr6	62544052	62554900	10848	invfest
chr6	68162370	68173422	11052	invfest
chr6	78633282	78635886	2604	invfest
chr6	78938471	78952617	14146	invfest
chr6	81704222	81714582	10360	invfest
chr6	89270628	89270951	323	invfest
chr6	92499605	92529897	30292	invfest
chr6	94088078	94088420	342	invfest
chr6	98551392	98565338	13946	invfest
chr6	100217503	100227812	10309	invfest
chr6	103453393	103467112	13719	invfest
chr6	105413378	105415246	1868	invfest
chr6	106827371	106830354	2983	invfest
chr6	108625558	108635902	10344	invfest
chr6	112615416	112639099	23683	invfest
chr6	119255939	119267523	11584	invfest
chr6	119282058	119292391	10333	invfest
chr6	121227690	121251540	23850	invfest
chr6	123142794	123156529	13735	invfest
chr6	126051094	126062578	11484	invfest
chr6	127371519	127407174	35655	invfest
chr6	127833875	127844546	10671	invfest
chr6	128223810	128234061	10251	invfest
chr6	130568734	130572843	4109	invfest
chr6	131604855	131605988	1133	invfest
chr6	137776512	137787047	10535	invfest
chr6	138830650	138832486	1836	invfest
chr6	139193882	139207588	13706	invfest
chr6	141908017	141940407	32390	invfest
chr6	146352691	146372334	19643	invfest
chr6	147839091	147849407	10316	invfest
chr6	148084390	148085791	1401	invfest
chr6	149601223	149611741	10518	invfest
chr6	150004517	150052712	48195	invfest
chr6	150030046	150033577	3531	invfest
chr6	151087992	151098517	10525	invfest
chr6	154183291	154184457	1166	invfest
chr6	154375517	154380468	4951	invfest
chr6	155097713	155108107	10394	invfest
chr6	155201848	155203242	1394	invfest
chr6	160317449	160327728	10279	invfest
chr6	167108569	167209863	101294	invfest
chr6	167134546	167204639	70093	invfest
chr6	168433849	168436921	3072	invfest
chr6	169865530	169876787	11257	invfest
chr6	170437819	170449760	11941	invfest
chr7	4983186	4998729	15543	invfest
chr7	5453903	5465798	11895	invfest
chr7	5860165	6799412	939247	invfest
chr7	8275052	8287492	12440	invfest
chr7	9877717	9889590	11873	invfest
chr7	12269996	12281672	11676	invfest
chr7	14019860	14036848	16988	invfest
chr7	17095000	17121966	26966	invfest
chr7	19050149	19076174	26025	invfest
chr7	23742145	23765314	23169	invfest
chr7	24248766	24300188	51422	invfest
chr7	24978284	24988821	10537	invfest
chr7	35891043	35902912	11869	invfest
chr7	40806301	40807396	1095	invfest
chr7	42465386	42490416	25030	invfest
chr7	42502619	42513134	10515	invfest
chr7	42694798	42710899	16101	invfest
chr7	46400397	46452249	51852	invfest
chr7	47575565	47586913	11348	invfest
chr7	48316486	48327104	10618	invfest
chr7	51759050	51774340	15290	invfest
chr7	52283582	52295023	11441	invfest
chr7	52915160	52930412	15252	invfest
chr7	53448230	53487097	38867	invfest
chr7	54190775	54286622	95847	invfest
chr7	54737900	54749665	11765	invfest
chr7	55921675	55955049	33374	invfest
chr7	56522221	56537850	15629	invfest
chr7	56685646	56695943	10297	invfest
chr7	62969408	63043413	74005	invfest
chr7	65115051	65303256	188205	invfest
chr7	65934886	65945283	10397	invfest
chr7	70593918	70611837	17919	invfest
chr7	70604827	70606570	1743	invfest
chr7	85293605	85305031	11426	invfest
chr7	88722912	88725520	2608	invfest
chr7	97067548	97070952	3404	invfest
chr7	99758206	99778973	20767	invfest
chr7	101777954	101789216	11262	invfest
chr7	106609547	106613520	3973	invfest
chr7	107204863	107210926	6063	invfest
chr7	112184505	112201026	16521	invfest
chr7	112327511	112341877	14366	invfest
chr7	115760488	115770826	10338	invfest
chr7	118261873	118275901	14028	invfest
chr7	119728377	119746748	18371	invfest
chr7	121311733	121322032	10299	invfest
chr7	121846136	121859180	13044	invfest
chr7	127571592	127582116	10524	invfest
chr7	128070581	128092129	21548	invfest
chr7	133273601	133284354	10753	invfest
chr7	135425815	135436839	11024	invfest
chr7	135469436	135493286	23850	invfest
chr7	139924655	139935235	10580	invfest
chr7	143234693	143409452	174759	invfest
chr7	143321066	143396868	75802	invfest
chr7	143405943	143474978	69035	invfest
chr7	143767077	143846415	79338	invfest
chr7	143878628	143934102	55474	invfest
chr7	145076267	145108307	32040	invfest
chr7	148915861	148949389	33528	invfest
chr7	148940956	148974288	33332	invfest
chr7	156286467	156287782	1315	invfest
chr7	156286677	156294990	8313	invfest
chr7	158527838	158547981	20143	invfest
chr7	158818212	158869523	51311	invfest
chr7	158825420	158857133	31713	invfest
chr8	6865952	6867376	1424	invfest
chr8	7052376	12760459	5708083	invfest
chr8	7052377	12760459	5708082	invfest
chr8	11683980	11697714	13734	invfest
chr8	16592215	16628020	35805	invfest
chr8	17444033	17449496	5463	invfest
chr8	18407112	18426722	19610	invfest
chr8	20958495	20970205	11710	invfest
chr8	21074256	21107798	33542	invfest
chr8	21764594	21799395	34801	invfest
chr8	23168378	23210228	41850	invfest
chr8	24839275	24842032	2757	invfest
chr8	26542736	26554071	11335	invfest
chr8	26923582	26960056	36474	invfest
chr8	27920409	27922185	1776	invfest
chr8	32817201	32828631	11430	invfest
chr8	36336434	36346762	10328	invfest
chr8	41564852	41599116	34264	invfest
chr8	47462280	47483664	21384	invfest
chr8	49459736	49474335	14599	invfest
chr8	51918742	51933585	14843	invfest
chr8	53430079	53445243	15164	invfest
chr8	53446026	53456829	10803	invfest
chr8	53633000	53643607	10607	invfest
chr8	57208367	57237564	29197	invfest
chr8	63150754	63161147	10393	invfest
chr8	70117530	70151050	33520	invfest
chr8	72273485	72274784	1299	invfest
chr8	73281801	73314200	32399	invfest
chr8	74117993	74151311	33318	invfest
chr8	74333217	74350703	17486	invfest
chr8	74384051	74394661	10610	invfest
chr8	77088640	77105086	16446	invfest
chr8	77457828	77508508	50680	invfest
chr8	77727110	77737550	10440	invfest
chr8	79757612	79769230	11618	invfest
chr8	89728428	89730912	2484	invfest
chr8	91208162	91209608	1446	invfest
chr8	91989733	92001543	11810	invfest
chr8	101595098	101611206	16108	invfest
chr8	101994215	102005412	11197	invfest
chr8	102486459	102498497	12038	invfest
chr8	102944518	102955267	10749	invfest
chr8	107625446	107626867	1421	invfest
chr8	108256857	108271090	14233	invfest
chr8	109492166	109511053	18887	invfest
chr8	110502592	110513971	11379	invfest
chr8	112635974	112647303	11329	invfest
chr8	112664612	112689657	25045	invfest
chr8	112840356	112853895	13539	invfest
chr8	113972847	113974606	1759	invfest
chr8	115537425	115539397	1972	invfest
chr8	118060197	118074960	14763	invfest
chr8	118364728	118367713	2985	invfest
chr8	120532814	120549198	16384	invfest
chr8	124545620	124559221	13601	invfest
chr8	125465996	125499351	33355	invfest
chr8	126160730	126162736	2006	invfest
chr8	128000474	128012809	12335	invfest
chr8	133048212	133050617	2405	invfest
chr8	133227090	133255953	28863	invfest
chr8	134292650	134303199	10549	invfest
chr8	137182893	137193212	10319	invfest
chr8	139562200	139674851	112651	invfest
chr8	142118310	142122801	4491	invfest
chr8	143282571	143287892	5321	invfest
chr9	1506994	1517983	10989	invfest
chr9	4503830	4518839	15009	invfest
chr9	5047574	5069958	22384	invfest
chr9	6713606	6728329	14723	invfest
chr9	10844416	10876981	32565	invfest
chr9	10868300	10894668	26368	invfest
chr9	13719351	13750888	31537	invfest
chr9	14302016	14338446	36430	invfest
chr9	16893343	16908267	14924	invfest
chr9	25561973	25572841	10868	invfest
chr9	30205393	30259773	54380	invfest
chr9	31034006	31045193	11187	invfest
chr9	32785508	32796961	11453	invfest
chr9	68555835	68567089	11254	invfest
chr9	69583034	69593544	10510	invfest
chr9	73298239	73299636	1397	invfest
chr9	73473043	73473297	254	invfest
chr9	76598846	76673206	74360	invfest
chr9	77167710	77178947	11237	invfest
chr9	78240516	78242662	2146	invfest
chr9	79714158	79728915	14757	invfest
chr9	80846837	80857714	10877	invfest
chr9	82289433	82300775	11342	invfest
chr9	83080011	85032977	1952966	invfest
chr9	83706019	83716650	10631	invfest
chr9	85312739	85325053	12314	invfest
chr9	85728833	85731349	2516	invfest
chr9	85730228	85731633	1405	invfest
chr9	88306374	88318282	11908	invfest
chr9	90104448	90124645	20197	invfest
chr9	90993815	91004507	10692	invfest
chr9	92367855	92396040	28185	invfest
chr9	96158266	96170262	11996	invfest
chr9	101600657	101612636	11979	invfest
chr9	106250631	106261515	10884	invfest
chr9	109869340	109870887	1547	invfest
chr9	110121736	110132076	10340	invfest
chr9	112145084	112159131	14047	invfest
chr9	112692323	112703199	10876	invfest
chr9	112951829	112962128	10299	invfest
chr9	117683694	117693983	10289	invfest
chr9	121712826	121718120	5294	invfest
chr9	123016194	123033593	17399	invfest
chr9	125880526	125882316	1790	invfest
chr9	130504968	130517545	12577	invfest
chr9	131632930	131681922	48992	invfest
chr9	135447654	135460839	13185	invfest
chr9	136404545	136457452	52907	invfest
chrX	6229006	6230351	1345	invfest
chrX	6250279	6252635	2356	invfest
chrX	26686929	26718563	31634	invfest
chrX	28674216	28678412	4196	invfest
chrX	28802314	28804511	2197	invfest
chrX	29155949	29167001	11052	invfest
chrX	45572782	45577581	4799	invfest
chrX	46835313	46857197	21884	invfest
chrX	47842050	47914119	72069	invfest
chrX	47976580	47980977	4397	invfest
chrX	49042041	49049708	7667	invfest
chrX	52074197	52212617	138420	invfest
chrX	52889679	52896665	6986	invfest
chrX	53841971	53844089	2118	invfest
chrX	55481493	55525161	43668	invfest
chrX	57294544	57353235	58691	invfest
chrX	63101300	71639871	8538571	invfest
chrX	70138007	70149194	11187	invfest
chrX	72912814	73003660	90846	invfest
chrX	76058271	76069644	11373	invfest
chrX	79553047	79557238	4191	invfest
chrX	80358463	80383345	24882	invfest
chrX	96826229	96828090	1861	invfest
chrX	99470345	99472754	2409	invfest
chrX	101484191	101502904	18713	invfest
chrX	102075292	102376396	301104	invfest
chrX	102187843	102275566	87723	invfest
chrX	103629285	103694730	65445	invfest
chrX	103873392	103938348	64956	invfest
chrX	103935462	119948813	16013351	invfest
chrX	106152376	106185743	33367	invfest
chrX	131698363	131702130	3767	invfest
chrX	135556756	135624626	67870	invfest
chrX	140765680	141429967	664287	invfest
chrX	141369355	141447266	77911	invfest
chrX	148041190	148159772	118582	invfest
chrX	150152948	150168720	15772	invfest
chrX	152444945	152517474	72529	invfest
chrX	152787294	152865382	78088	invfest
chrX	153333371	153337077	3706	invfest
chrX	153954151	154010178	56027	invfest
chrX	154010141	154015263	5122	invfest
chrX	154188198	154254764	66566	invfest
chrX	155000370	155141618	141248	invfest
chrY	13099624	13102407	2783	invfest
chrY	14354636	14431134	76498	invfest
chrY	16460621	17149342	688721	invfest
chrY	19416995	19476561	59566	invfest
chrY	19469809	19475040	5231	invfest
chr1	108311626	108379425	67799	Sanders et al
chr1	143773200	143822242	49042	Sanders et al
chr10	47647974	47739029	91055	Sanders et al
chr10	79518741	80265251	746510	Sanders et al
chr11	48319210	48365199	45989	Sanders et al
chr11	50134285	50347953	213668	Sanders et al
chr11	89823584	90071086	247502	Sanders et al
chr12	10000	45738	35738	Sanders et al
chr12	131284999	131701921	416922	Sanders et al
chr14	18223524	18352647	129123	Sanders et al
chr14	19249376	19951026	701650	Sanders et al
chr15	19794747	20181509	386762	Sanders et al
chr15	21974163	22308242	334079	Sanders et al
chr15	30147796	30569812	422016	Sanders et al
chr15	30603602	32167290	1563688	Sanders et al
chr15	32199642	32454146	254504	Sanders et al
chr15	84234733	84405300	170567	Sanders et al
chr15	101948809	101981189	32380	Sanders et al
chr16	14799891	14919808	119917	Sanders et al
chr16	15031827	15332486	300659	Sanders et al
chr16	16295521	16489142	193621	Sanders et al
chr16	16547971	18125361	1577390	Sanders et al
chr16	18119815	18732060	612245	Sanders et al
chr16	21506590	21592603	86013	Sanders et al
chr16	21595911	21738398	142487	Sanders et al
chr16	21790408	22485813	695405	Sanders et al
chr16	28413453	28777622	364169	Sanders et al
chr16	32009885	32108583	98698	Sanders et al
chr16	32117983	32284829	166846	Sanders et al
chr16	32739755	33358391	618636	Sanders et al
chr16	33491352	33837385	346033	Sanders et al
chr16	33884906	33984200	99294	Sanders et al
chr16	70122074	70177522	55448	Sanders et al
chr16	75206301	75222802	16501	Sanders et al
chr17	16754850	16845985	91135	Sanders et al
chr17	18409166	18503176	94010	Sanders et al
chr17	21304384	21351378	46994	Sanders et al
chr17	21399734	21448998	49264	Sanders et al
chr17	26935981	27009054	73073	Sanders et al
chr17	37914195	37983238	69043	Sanders et al
chr17	45584409	46295299	710890	Sanders et al
chr19	24330850	24410734	79884	Sanders et al
chr19	27339729	27389526	49797	Sanders et al
chr2	89870185	90229790	359605	Sanders et al
chr2	91837395	92014973	177578	Sanders et al
chr2	92082813	92131696	48883	Sanders et al
chr2	95464814	95597442	132628	Sanders et al
chr2	110095657	110305950	210293	Sanders et al
chr20	25842796	26011703	168907	Sanders et al
chr20	26069364	26338933	269569	Sanders et al
chr21	9887935	10169868	281933	Sanders et al
chr21	10510681	10740368	229687	Sanders et al
chr21	12965809	13083741	117932	Sanders et al
chr21	13982706	14066821	84115	Sanders et al
chr22	15543181	15927980	384799	Sanders et al
chr22	16390097	16572245	182148	Sanders et al
chr22	18511378	18659564	148186	Sanders et al
chr22	18726137	18885045	158908	Sanders et al
chr22	21109554	21421587	312033	Sanders et al
chr22	21438720	21457842	19122	Sanders et al
chr3	195662291	195997499	335208	Sanders et al
chr4	10001	69199	59198	Sanders et al
chr4	189618757	189762610	143853	Sanders et al
chr4	190096468	190123121	26653	Sanders et al
chr5	21463893	21590485	126592	Sanders et al
chr5	69620537	71349741	1729204	Sanders et al
chr5	177724584	177907642	183058	Sanders et al
chr6	273491	381214	107723	Sanders et al
chr6	60408914	60641599	232685	Sanders et al
chr7	5981622	6739366	757744	Sanders et al
chr7	6739366	6825376	86010	Sanders et al
chr7	54234757	54308696	73939	Sanders et al
chr7	56789081	57054984	265903	Sanders et al
chr7	57636060	57839116	203056	Sanders et al
chr7	63365457	63699036	333579	Sanders et al
chr7	65118381	65547885	429504	Sanders et al
chr7	65547990	65648089	100099	Sanders et al
chr7	143724405	143880519	156114	Sanders et al
chr7	152382337	152416239	33902	Sanders et al
chr8	8198267	12123140	3924873	Sanders et al
chr9	40711178	40910315	199137	Sanders et al
chr9	40929925	41103545	173620	Sanders et al
chr9	41754713	41912138	157425	Sanders et al
chr9	61518808	61700455	181647	Sanders et al
chr9	61822141	62114051	291910	Sanders et al
chr9	64315967	64998124	682157	Sanders et al
chr9	66756492	67217003	460511	Sanders et al
chrX	36608469	37080183	471714	Sanders et al
chrX	49163588	49264019	100431	Sanders et al
chrX	52071920	52177020	105100	Sanders et al
chrX	63252842	63289305	36463	Sanders et al
chrX	103988035	104050515	62480	Sanders et al
chrX	120087061	120150566	63505	Sanders et al
chrX	135157653	135214201	56548	Sanders et al
chrX	141108461	141474368	365907	Sanders et al
chrX	149682830	149720814	37984	Sanders et al
chrX	153149489	153249413	99924	Sanders et al
chrY	21567242	21739542	172300	Sanders et al
chrY	22209549	22379273	169724	Sanders et al
chr1	2550689	2576604	25915	TIRs
chr1	2554048	2567636	13588	TIRs
chr1	12799975	13192848	392873	TIRs
chr1	12833787	13066315	232528	TIRs
chr1	12835419	13166717	331298	TIRs
chr1	12846276	13301074	454798	TIRs
chr1	12888570	13066315	177745	TIRs
chr1	12890196	13166717	276521	TIRs
chr1	12949948	13066315	116367	TIRs
chr1	12951585	13166717	215132	TIRs
chr1	12954385	13247408	293023	TIRs
chr1	12954385	13391206	436821	TIRs
chr1	13056766	13256083	199317	TIRs
chr1	13058442	13066315	7873	TIRs
chr1	13060076	13311610	251534	TIRs
chr1	13104253	13122522	18269	TIRs
chr1	13156279	13315264	158985	TIRs
chr1	13160478	13168350	7872	TIRs
chr1	13160478	13251845	91367	TIRs
chr1	16506875	16905458	398583	TIRs
chr1	16516901	16737900	220999	TIRs
chr1	16548323	16724993	176670	TIRs
chr1	16558793	16849164	290371	TIRs
chr1	16637104	16932852	295748	TIRs
chr1	16658235	16928844	270609	TIRs
chr1	16669565	16893375	223810	TIRs
chr1	16680664	16724993	44329	TIRs
chr1	16687098	16855065	167967	TIRs
chr1	21427994	21480014	52020	TIRs
chr1	25329029	25362423	33394	TIRs
